diff_mean,diff_sd,observed_mean,observed_sd
6.347717,0.007562784,6.364104898090982,0.010638896313927157
4.35035,0.011959432,4.32078455672506,0.01972476068363809
4.1975303,0.013206738,4.242030362962615,0.01881793955677737
4.3527927,0.014783987,4.341922462158877,0.021757785236471393
4.179038,0.018961538,4.20816720667026,0.02023387713486231
4.242014,0.011887652,4.248919248704352,0.01808132749901095
3.9832597,0.014267757,4.038307449905531,0.01966993307725939
4.0058584,0.015347082,4.072931832332576,0.02021070413455991
3.9054337,0.014301198,3.910358066204297,0.019135567605312123
4.5864263,0.010181554,4.611401061432439,0.012389864704251777
3.7901633,0.013829055,3.750213650731249,0.01602748054671443
4.004948,0.01453824,4.097755719703626,0.01583457519999895
4.5141606,0.005577677,4.528310168194654,0.00547350605135042
4.1044784,0.008060586,4.224400920655837,0.009584202593883706
4.0155053,0.012722645,4.086024655683538,0.014888805612303052
3.7177427,0.01158189,3.7695940522905373,0.01481551225188025
3.845719,0.0072216974,3.8790997975089576,0.008286114757332543
3.683923,0.009099894,3.7789816038952466,0.01082740223435457
3.771553,0.006174489,3.831942885595275,0.005981039204638113
3.431389,0.009611301,3.4405434165219098,0.011305400819708041
3.700702,0.008077074,3.6721109153897418,0.009433844240407645
3.3266609,0.00864492,3.43389906089947,0.011768108573956208
3.0726454,0.013856842,3.0597584481396716,0.01752177028490642
3.5189292,0.00759484,3.6286707889416068,0.009025790743712377
3.1411297,0.011063931,3.169733158880289,0.011455417822655616
3.213337,0.010458943,3.2839268834839195,0.010154782597087852
2.9285376,0.012306625,2.851210380919481,0.012471081098752754
3.318374,0.012356155,3.320343838636722,0.015027550638836523
3.195967,0.008333949,3.1502452789887814,0.008286500308253085
3.4192035,0.007972818,3.4126978380286213,0.011411982739754158
3.389252,0.007780975,3.48368407234147,0.010025285048539613
3.4745786,0.006872016,3.534367903858134,0.0075576114987571
3.4924786,0.006486042,3.553392562302086,0.010564789762320356
2.8995793,0.012306405,2.90417945244533,0.012363986217423052
3.1384358,0.0098097995,3.1937255939183107,0.01146498948517003
3.3004923,0.005851141,3.2940467168935217,0.006763726196154209
3.5116093,0.0047157947,3.5015310619823037,0.006137901416026943
3.143384,0.010793727,3.2156115438477135,0.015486736140899099
3.2562044,0.011133986,3.251149852036023,0.01232186162358293
2.337176,0.017286845,2.158140425383687,0.020039580774451334
3.3925734,0.004704642,3.405632972571228,0.006020330992950454
3.2727022,0.0057756994,3.3388459662814785,0.007172388805847055
2.9890416,0.0061269104,2.983181149037468,0.0072136587134076615
2.6944597,0.0089373775,2.6257236547548466,0.010615022368300153
1.1080065,0.015154963,1.1500650698661692,0.01843461545477944
3.1618886,0.009097722,3.1621951925428413,0.01108827449263194
3.2404444,0.0042001666,3.2712171650706243,0.0048921658166619945
1.7865707,0.014288156,1.7733512966358174,0.016651802114047785
3.0778935,0.009027212,3.0091876724016204,0.01015773573921595
3.0131652,0.006022026,2.962046150624307,0.006474493890670181
3.3115704,0.003337233,3.291275737604683,0.00457513002076824
3.0169628,0.007727918,3.093799097959497,0.011310440598156175
3.0686862,0.005395661,3.1229939895757863,0.005994012667000982
3.1591017,0.005627429,3.2043912227670073,0.008876939409164822
3.1823392,0.0052226335,3.2339377898762924,0.007468113813519435
1.7005652,0.015753819,1.642636219641471,0.017305307441004548
1.9487305,0.010085446,1.9092492804973746,0.014289424811906907
3.0745866,0.0052530924,3.147632170067633,0.006356360117915746
3.1259348,0.0075823823,3.1255524313625513,0.0076777445037668705
2.6168005,0.011210383,2.588855464437749,0.01043575423411969
3.063483,0.007513823,3.0621658392955657,0.007746595052862111
1.9555789,0.014262783,2.0262068726922946,0.021119802160967413
2.9730918,0.0061976803,2.995094716888845,0.008732027524839016
2.9595134,0.00678639,2.987168120960132,0.007405282239964955
2.221534,0.00978979,2.22933086739967,0.013873472854793883
2.0351455,0.016636763,2.0859231728685645,0.017857058083612477
2.6206179,0.010006581,2.680942024980995,0.012346272423965497
2.765324,0.0063139596,2.8262390912703936,0.006969510911811939
2.5343978,0.009957148,2.5695220877833744,0.014249121076118766
2.9778004,0.0076029752,3.0122627723740694,0.009135045723877952
2.7128367,0.010981164,2.7199553167441284,0.010285829145611332
2.897153,0.0050642816,2.8529376724709996,0.006704005555762994
2.863351,0.0046202955,2.8423917696306003,0.005460865142626046
2.8273325,0.008524224,2.9097308568142637,0.0087333831478822
2.0796397,0.00998062,2.062616578853532,0.012966333656236237
2.5187204,0.012038218,2.540907992957933,0.013619803313909962
2.6987987,0.008108895,2.715606137335874,0.007929272139513667
2.8359077,0.0057126614,2.835927567316378,0.006800516968727882
2.7952886,0.0050106165,2.857546351864537,0.005720876140936996
2.719228,0.00659255,2.7234793340743364,0.007100267939645211
1.5252975,0.015170536,1.6222089840648568,0.020015467702534574
2.9191425,0.0065850727,2.9080876664973587,0.0074042103275350525
2.9445958,0.0043400363,2.943752932524447,0.005890529493152466
2.9205704,0.0042240745,2.9207625735980964,0.0052362447738162135
2.3881407,0.013136882,2.5062148231320798,0.01538452537110093
2.7773063,0.0041904445,2.860525294718659,0.004468770980069048
1.9901322,0.0146029815,1.96370543291134,0.015845441448792272
2.6946967,0.0067009362,2.7537336030796835,0.011952065882031666
2.817435,0.0042377496,2.8455126301072697,0.0045681395234890235
1.5317378,0.014708905,1.4625610121902899,0.01515971936307854
2.729322,0.006244287,2.8059447436834577,0.01073487850152582
2.554779,0.012048512,2.4990275881066335,0.011347052754526913
2.5571032,0.0077957995,2.537555125102953,0.009010117123013948
1.9824604,0.013674246,1.936385612016436,0.015355625510325628
2.847812,0.0038824496,2.860313392226756,0.005630426065388028
2.549616,0.009904546,2.5329273056864126,0.012140280357036393
2.5730767,0.0094788065,2.4921836377559687,0.009770895545277124
1.8189896,0.012162056,1.8294451309390478,0.013416449622392312
2.7508178,0.00719373,2.7097003019262966,0.008985565035822544
2.6955574,0.0074283145,2.7039525269676017,0.011410385686438719
2.7019503,0.0057287123,2.7219490378427293,0.006618417957249229
2.6479962,0.0038800773,2.654977075015155,0.004666416899450051
2.269548,0.011675302,2.190203889820485,0.01258273042443798
1.6312329,0.012732044,1.6685516231937971,0.01358264838482472
2.5706813,0.005107419,2.5323248172223813,0.005999587239527305
2.6883194,0.005449113,2.7296461885073975,0.006217979597412041
2.4873273,0.00783328,2.473134652411178,0.008829049450452717
2.3611302,0.005394841,2.3558106318598995,0.008790638882231677
2.5635865,0.009056269,2.6778351415498474,0.009481874386444149
2.731675,0.0035585205,2.7343324661252586,0.004844071467623182
1.991784,0.010042338,1.9616400622540553,0.012650234453765275
2.6845195,0.0056690397,2.6726341429615665,0.006798826720933871
2.3415723,0.009850552,2.4230944254488636,0.014465956196453035
2.4758987,0.006322036,2.454986862656021,0.007649566952840297
2.7282193,0.002984702,2.7250304167025705,0.0043166752618601575
1.9909309,0.010900776,2.0178777028675645,0.012775242820460643
2.639946,0.004790945,2.6438060283835383,0.006230834631044469
2.4977815,0.008225366,2.596172349411671,0.00916180877046884
2.194538,0.012379945,2.2216726709478802,0.012935340163884394
2.699368,0.003812394,2.689031638106659,0.005517733331018721
2.523518,0.0069465977,2.5166378921656407,0.010011238234513024
2.56901,0.0056172376,2.5432111461195803,0.0075652916612846555
2.4121099,0.0059951,2.4964993819589183,0.0064322312096493995
2.4185936,0.0060371812,2.457749198842589,0.007352525691307266
2.6613555,0.006702214,2.6138402266120546,0.008367964383855054
2.288362,0.009644616,2.3792716233719244,0.012744371932598862
2.4306571,0.0063737407,2.412131910860857,0.006903450770579423
2.462349,0.004924641,2.4101613080791933,0.007209241316926218
2.5278952,0.0045214486,2.591637789010318,0.005845894912753005
2.5134473,0.0066758897,2.589236191887922,0.007521678385973907
1.3826,0.009860644,1.4513149116313053,0.013691744195683172
2.5322607,0.0066132294,2.4898005802490797,0.007523016831851556
2.448949,0.009169734,2.389494913055475,0.010288076757117475
2.122342,0.0082531925,2.0703635054743996,0.009259430503840758
2.4313152,0.0053331796,2.490919051499666,0.006231448385502897
2.547592,0.0049596955,2.6438062600100265,0.007322020641021961
2.2785766,0.010700715,2.213010453446724,0.010550783817283148
2.2451224,0.005255987,2.319340512384831,0.007272158930799079
2.5383973,0.005188728,2.501117035284261,0.009004016314203169
2.5392265,0.0062770736,2.5494578785550686,0.008023620477251069
2.5394964,0.0026942668,2.555529173271548,0.0033787089948363533
2.3303177,0.010955869,2.3565092345098,0.011947942521140316
2.3682888,0.004138674,2.3838187775589064,0.005184797002594779
1.6797236,0.011456504,1.7394680179466557,0.012222237066993904
2.0061622,0.01162474,2.064207608410837,0.011680239625389707
2.3587987,0.004998106,2.3480222356769054,0.005551212458033515
2.2616198,0.004664448,2.274547881562235,0.006779303643981354
2.3422997,0.0090988,2.391224901683827,0.009986381651177375
2.3333282,0.005614752,2.3932274289021382,0.006215877897827577
2.3506863,0.0045337854,2.2998173275553087,0.0055084022230732724
2.4735577,0.0055629387,2.483394795855735,0.00769130459981478
2.5086083,0.0046382807,2.492300108731253,0.006393291998226288
1.0705192,0.011608408,1.123963247801328,0.01559102179109066
1.9175096,0.010796626,1.9142371717569253,0.01169260865594325
2.265469,0.005512573,2.230992124536003,0.006205782068394078
2.3280694,0.008147698,2.3632584122867724,0.008191920681803397
2.036759,0.011633183,2.0874726924783005,0.012573772452084998
1.661251,0.011942894,1.579662293015116,0.013532880022084285
2.468393,0.005057924,2.4449940077770407,0.006295916939458534
2.4527643,0.004583908,2.436502195749318,0.006374170775493766
2.2022567,0.007766243,2.227727125228677,0.013665543759702713
2.2613251,0.0043583526,2.3220211369730688,0.005763597589813619
2.4663432,0.0050780224,2.459397628707651,0.007127346727900208
2.469338,0.0036700068,2.4499873280094917,0.005422594036688959
2.2461822,0.0047167637,2.2459756637217425,0.006039575799317681
1.8581014,0.009712701,1.9711777814911524,0.009894214041182584
2.2413478,0.006789903,2.291277375624202,0.008998359353515738
2.3042572,0.0060127876,2.3298967534909325,0.010513654911312778
2.2566414,0.0063150832,2.2469690957912283,0.011164555823742402
2.2070131,0.005795116,2.3059850759798555,0.007124359407895913
2.3885312,0.0056472267,2.3529073928746125,0.01027307646275765
2.2247179,0.0060383696,2.300174772227423,0.008065399261664158
2.1475577,0.005794053,2.2299906635504025,0.007094246111937888
